work_order_number,job_date,status,priority,job_type,scope_of_work,labor_hours,estimated_cost,actual_cost,technician_name,client_name,service_address,business_name,trade,plan_name,invoice_status,total_due,total_paid_to_date,customer_rating
WO-2026-03813,2026-03-05,completed,emergency,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",5.94,422.5,397.98,Chloe Murphy,Customer 0177,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,431.81,431.81,0
WO-2026-03814,2026-05-15,completed,routine,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.96,606.27,688.91,Ravi Brooks,Customer 0177,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,747.47,747.47,0
WO-2026-03815,2026-02-26,completed,emergency,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.37,1037.19,1022.75,Ethan Nguyen,Customer 0177,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1109.68,1109.68,0
WO-2026-03816,2026-07-08,completed,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.3,1116.23,1087.41,Fatima Sato,Customer 0177,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1179.84,1179.84,4
WO-2026-03817,2026-06-05,canceled,scheduled_maintenance,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.56,435.04,0,Ethan Patel,Customer 0177,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03818,2026-03-21,completed,emergency,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.77,400.36,365.17,Chloe Murphy,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,396.21,396.21,0
WO-2026-03819,2026-02-14,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.24,752.46,751.66,Devon Sato,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,815.55,815.55,0
WO-2026-03820,2026-05-31,completed,scheduled_maintenance,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",1.98,704.35,702.5,Ethan Nguyen,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,762.21,762.21,0
WO-2026-03821,2026-02-20,completed,scheduled_maintenance,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.88,878.92,859.81,Nadia Dubois,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,932.89,278.91,0
WO-2026-03822,2026-02-15,completed,routine,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.31,636.1,602.36,Ethan Nguyen,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,653.56,653.56,3
WO-2026-03823,2026-05-28,completed,emergency,Panel upgrade,"Scheduled panel upgrade visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.54,613.29,560.45,Kenji Kim,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,608.09,0,4
WO-2026-03824,2026-08-08,completed,routine,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",5.09,1094.06,1181.51,Devon Sato,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1222.86,1222.86,3
WO-2026-03825,2026-09-08,scheduled,scheduled_maintenance,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.36,128.61,0,James Patel,Customer 0083,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03826,2026-02-04,completed,routine,Furnace repair,"Scheduled furnace repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.06,1186.83,1280.32,Ravi Brooks,Customer 0187,"Sacramento, CA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1389.15,1389.15,3
WO-2026-03827,2026-02-15,canceled,scheduled_maintenance,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.14,393.59,0,Nadia Haddad,Customer 0040,"Minneapolis, MN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03828,2026-08-07,completed,routine,Panel upgrade,"Panel upgrade requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.7,99.96,99.29,Devon Sato,Customer 0163,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,102.77,102.77,5
WO-2026-03829,2026-04-28,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.2,108.21,111.91,Devon Sato,Customer 0163,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,121.42,72.7,0
WO-2026-03830,2026-04-17,canceled,routine,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.35,259.85,0,Nadia Murphy,Customer 0163,"Seattle, WA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03831,2026-03-21,completed,scheduled_maintenance,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",5.67,734.95,810.57,James Patel,Customer 0217,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,879.47,312.64,0
WO-2026-03832,2026-05-27,completed,emergency,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",3.12,658.12,619.09,Ravi Brooks,Customer 0217,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,671.71,671.71,5
WO-2026-03833,2026-08-29,scheduled,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.07,860.86,0,Nadia Haddad,Customer 0217,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03834,2026-06-11,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.22,505.85,553.37,Maria Ferreira,Customer 0217,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,600.41,287.29,0
WO-2026-03835,2026-05-20,completed,routine,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.46,855.71,907.34,Ethan Nguyen,Customer 0217,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,984.46,984.46,0
WO-2026-03836,2026-02-06,completed,routine,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.61,258.06,287.96,Ravi Sato,Customer 0217,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,312.44,312.44,4
WO-2026-03837,2026-06-06,completed,emergency,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.31,1115.6,1138.94,Devon Sato,Customer 0217,"Nashville, TN",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1235.75,1235.75,4
WO-2026-03838,2026-07-14,completed,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.54,508.46,525.09,Sofia Chen,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,569.72,569.72,0
WO-2026-03839,2026-06-05,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.38,1174.73,1064.1,Priya Haddad,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1154.55,1154.55,0
WO-2026-03840,2026-02-13,completed,routine,Drain cleaning,"Drain cleaning requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.88,1124.31,1258.31,Nadia Murphy,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1365.27,1365.27,0
WO-2026-03841,2026-03-17,completed,emergency,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.9,632.49,712.79,Ethan Nguyen,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,773.38,773.38,5
WO-2026-03842,2026-08-21,scheduled,emergency,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",4.3,278.23,0,Maria Ferreira,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03843,2026-04-21,completed,scheduled_maintenance,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.08,1066.07,1149.82,Ethan Nguyen,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1247.55,1247.55,0
WO-2026-03844,2026-07-01,canceled,routine,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.71,890.52,0,Maria Ferreira,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03845,2026-06-25,completed,emergency,Furnace repair,"Scheduled furnace repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.7,626.34,576.85,Marcus Brooks,Customer 0145,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,625.88,625.88,0
WO-2026-03846,2026-07-14,completed,routine,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",3.26,519.62,516.12,Devon Sato,Customer 0189,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,559.99,559.99,0
WO-2026-03847,2026-05-29,completed,scheduled_maintenance,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.08,339.27,343.45,Ravi Brooks,Customer 0189,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,372.64,372.64,3
WO-2026-03848,2026-04-17,completed,routine,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",2.96,846.24,925.1,Maria Ferreira,Customer 0189,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,957.47,957.47,5
WO-2026-03849,2026-08-14,completed,routine,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.98,915.54,948.56,James Patel,Customer 0189,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,981.76,981.76,0
WO-2026-03850,2026-09-07,scheduled,scheduled_maintenance,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.93,1021.29,0,Ethan Nguyen,Customer 0189,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03851,2026-04-29,canceled,scheduled_maintenance,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.15,384.87,0,Ravi Brooks,Customer 0189,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03852,2026-05-15,completed,scheduled_maintenance,Panel upgrade,"Customer requested panel upgrade. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.65,1196.33,1282.98,Kenji Kim,Customer 0102,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1392.03,1392.03,3
WO-2026-03853,2026-08-06,completed,scheduled_maintenance,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.4,768.74,866.75,Nadia Haddad,Customer 0102,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,940.42,940.42,5
WO-2026-03854,2026-03-04,completed,scheduled_maintenance,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",1.24,1175.56,1121.9,Ravi Sato,Customer 0102,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,1217.26,443.57,0
WO-2026-03855,2026-08-19,scheduled,routine,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",2.3,1021.45,0,Fatima Sato,Customer 0102,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03856,2026-02-04,completed,emergency,AC tune-up,"Performed ac tune-up — inspected the affected area, completed the work, and tested everything before leaving the site.",4.79,978.27,1059.62,Ethan Nguyen,Customer 0102,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1149.69,1149.69,3
WO-2026-03857,2026-07-11,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.63,505.18,516.74,Devon Sato,Customer 0130,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,560.66,560.66,4
WO-2026-03858,2026-06-19,completed,emergency,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.3,351.2,316.61,Devon Sato,Customer 0130,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,343.52,343.52,5
WO-2026-03859,2026-02-14,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.99,542.25,557.99,Nadia Dubois,Customer 0130,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,605.42,605.42,5
WO-2026-03860,2026-02-14,completed,routine,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",1.31,567.01,525.3,Nadia Haddad,Customer 0130,"Portland, OR",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,569.95,334.84,0
WO-2026-03861,2026-03-04,completed,routine,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.32,851.85,806.6,Ethan Nguyen,Customer 0218,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,875.16,875.16,3
WO-2026-03862,2026-05-13,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.59,866.6,855.76,Ravi Brooks,Customer 0218,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,928.5,928.5,3
WO-2026-03863,2026-05-26,completed,routine,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",5.73,669.69,700.29,Ethan Nguyen,Customer 0218,"Raleigh, NC",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,759.81,759.81,4
WO-2026-03864,2026-06-27,completed,routine,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.31,251.14,282.63,Sofia Chen,Customer 0219,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,306.65,306.65,3
WO-2026-03865,2026-04-17,completed,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.01,556.65,543.9,Devon Sato,Customer 0219,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,590.13,247.47,0
WO-2026-03866,2026-08-08,completed,routine,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.8,115.84,116.9,Ravi Brooks,Customer 0219,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,126.84,126.84,0
WO-2026-03867,2026-03-05,completed,scheduled_maintenance,Furnace repair,"Performed furnace repair — inspected the affected area, completed the work, and tested everything before leaving the site.",1.15,530.82,563.57,Ravi Brooks,Customer 0219,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,611.47,0,4
WO-2026-03868,2026-05-29,completed,scheduled_maintenance,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",5.45,856.88,941.32,Kenji Kim,Customer 0219,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1021.33,1021.33,3
WO-2026-03869,2026-06-08,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.22,811.88,922.74,Ravi Brooks,Customer 0016,"Tampa, FL",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1001.17,1001.17,0
WO-2026-03870,2026-05-09,completed,routine,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",5.15,949.45,934.36,Nadia Haddad,Customer 0220,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1013.78,1013.78,3
WO-2026-03871,2026-04-30,canceled,scheduled_maintenance,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",5.87,468.42,0,Sofia Chen,Customer 0220,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03872,2026-07-20,completed,scheduled_maintenance,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.83,1190.23,1246.12,Priya Haddad,Customer 0220,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,unpaid,1352.04,0,0
WO-2026-03873,2026-03-28,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.69,285.67,295.6,Maria Ferreira,Customer 0220,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,320.73,320.73,5
WO-2026-03874,2026-03-23,completed,emergency,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.44,610.93,660.84,Devon Sato,Customer 0220,"Pittsburgh, PA",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,717.01,717.01,3
WO-2026-03875,2026-02-22,completed,emergency,Furnace repair,"Scheduled furnace repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.18,948.16,929.69,Priya Haddad,Customer 0200,"Columbus, OH",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1008.71,1008.71,5
WO-2026-03876,2026-02-23,completed,emergency,Furnace repair,"Scheduled furnace repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.81,805.62,770.91,Nadia Murphy,Customer 0200,"Columbus, OH",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,836.44,836.44,4
WO-2026-03877,2026-03-08,completed,routine,AC tune-up,"AC tune-up requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.75,918.63,1011.75,Priya Haddad,Customer 0200,"Columbus, OH",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,1097.75,1097.75,4
WO-2026-03878,2026-05-17,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.08,803.84,758.98,Marcus Brooks,Customer 0200,"Columbus, OH",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,823.49,823.49,0
WO-2026-03879,2026-03-11,completed,scheduled_maintenance,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",2.1,136.72,154.78,Sofia Chen,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,167.94,167.94,5
WO-2026-03880,2026-03-10,completed,routine,Panel upgrade,"Performed panel upgrade — inspected the affected area, completed the work, and tested everything before leaving the site.",1.06,647.18,601.96,Fatima Sato,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,623.03,623.03,0
WO-2026-03881,2026-03-17,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.29,114.61,124.58,Ethan Nguyen,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,135.17,135.17,5
WO-2026-03882,2026-02-06,completed,emergency,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",5.95,107.77,103.69,Devon Sato,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,112.5,112.5,5
WO-2026-03883,2026-09-02,scheduled,routine,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.88,1039.64,0,Sofia Chen,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
WO-2026-03884,2026-07-25,completed,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.72,568.49,585.09,Nadia Haddad,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,634.82,634.82,0
WO-2026-03885,2026-08-14,completed,routine,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.64,126.99,121.92,Sofia Novak,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,partial,132.28,73.26,0
WO-2026-03886,2026-06-24,completed,routine,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.02,280.37,289.98,Devon Sato,Customer 0117,"Denver, CO",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,314.63,314.63,4
WO-2026-03887,2026-03-12,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",1.81,504.83,566.22,Nadia Haddad,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,614.35,614.35,0
WO-2026-03888,2026-07-16,completed,routine,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.85,631.9,629.15,Ravi Brooks,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,682.63,682.63,5
WO-2026-03889,2026-07-27,completed,scheduled_maintenance,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.1,497.97,469.09,Ravi Sato,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,unpaid,508.96,0,0
WO-2026-03890,2026-02-11,completed,routine,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.67,722.05,802.99,Maria Ferreira,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,871.24,871.24,0
WO-2026-03891,2026-04-23,completed,scheduled_maintenance,Furnace repair,"Furnace repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.29,1026.44,1088.63,Sofia Chen,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,overdue,1181.16,388.72,0
WO-2026-03892,2026-02-17,completed,routine,AC tune-up,"Scheduled ac tune-up visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.53,490.94,463.08,Devon Sato,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,502.44,502.44,4
WO-2026-03893,2026-03-16,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.51,209.61,230.62,Fatima Sato,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,238.69,238.69,5
WO-2026-03894,2026-04-29,completed,routine,Leak repair,"Leak repair requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",5.04,720.86,653.51,Ravi Sato,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,paid,676.38,676.38,0
WO-2026-03895,2026-09-02,scheduled,routine,AC tune-up,"Customer requested ac tune-up. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",5.72,108.37,0,Marcus Brooks,Customer 0221,"Austin, TX",Vantage Group Home Services,"Multi-trade (HVAC, Plumbing, Electrical)",Enterprise,not_invoiced,0,0,0
